Name,Status,Type,Creator,Date,Day_Start,Day_End,Month_Start,Month_Finish,Date_Start,Date_End,Year,Time_Start,Duration,Location,Going,Attendance,Date_Date_Excel,,lat,lon
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 19, 2014 AT 11:30 AM UTC+03",SUNDAY,SUNDAY,OCTOBER,October,19,19,2014,11:30 AM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,8,"Sunday, October 19, 2014",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, OCTOBER 25, 2014 AT 4 PM UTC+03",SATURDAY,SATURDAY,OCTOBER,October,25,25,2014,4:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,9,"Saturday, October 25, 2014",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 26, 2014 AT 11:30 AM",SUNDAY,SUNDAY,OCTOBER,October,26,26,2014,11:30 AM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,6,"Sunday, October 26, 2014",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, NOVEMBER 1, 2014 AT 5 PM UTC+03",SATURDAY,SATURDAY,NOVEMBER,November,1,1,2014,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,5,"Saturday, November 1, 2014",,55.79736195,37.46118699
Monday Practice,Completed,Team Practice,Eugene Arkhipov,"MONDAY, NOVEMBER 3, 2014 AT 1 PM UTC+03",MONDAY,MONDAY,NOVEMBER,November,3,3,2014,1:00 PM,Duration: 3 hr,ул. васильевская 5,No Data,5,"Monday, November 3, 2014",,55.77094746,37.58513375
Tuesday Practice,Completed,Team Practice,Eugene Arkhipov,"TUESDAY, NOVEMBER 4, 2014 AT 1 PM UTC+03",TUESDAY,TUESDAY,NOVEMBER,November,4,4,2014,1:00 PM,Duration: 3 hr,ул. васильевская 5,No Data,6,"Tuesday, November 4, 2014",,55.77094746,37.58513375
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, NOVEMBER 8, 2014 AT 5 PM UTC+03",SATURDAY,SATURDAY,NOVEMBER,November,8,8,2014,5:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Saturday, November 8, 2014",,55.8552041,37.50240916
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, NOVEMBER 9, 2014 AT 12:30 PM UTC+03",SUNDAY,SUNDAY,NOVEMBER,November,9,9,2014,12:30 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,8,"Sunday, November 9, 2014",,55.8552041,37.50240916
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, NOVEMBER 15, 2014 AT 5 PM UTC+03",SATURDAY,SATURDAY,NOVEMBER,November,15,15,2014,5:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,9,"Saturday, November 15, 2014",,55.8552041,37.50240916
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, NOVEMBER 16, 2014 AT 12:30 PM UTC+03",SUNDAY,SUNDAY,NOVEMBER,November,16,16,2014,12:30 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Sunday, November 16, 2014",,55.8552041,37.50240916
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, NOVEMBER 22, 2014 AT 5 PM UTC+03",SATURDAY,SATURDAY,NOVEMBER,November,22,22,2014,5:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,8,"Saturday, November 22, 2014",,55.8552041,37.50240916
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, NOVEMBER 23, 2014 AT 12:30 PM UTC+03",SUNDAY,SUNDAY,NOVEMBER,November,23,23,2014,12:30 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,9,"Sunday, November 23, 2014",,55.8552041,37.50240916
Cold War. Klaus revenge.,Completed,Intra-Squad Game,Eugene Arkhipov,"SUNDAY, DECEMBER 21, 2014 AT 3 PM - 5 PM",SUNDAY,SUNDAY,DECEMBER,December,21,21,2014,3:00 PM,Duration: 2 hr,"ТСХА, Москва, Лиственничная аллея, д. 12/2",No Data,22,"Sunday, December 21, 2014",,55.834956,37.56577
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, JANUARY 17, 2015 AT 5 PM - 8 PM UTC+03",SATURDAY,SATURDAY,JANUARY,January,17,17,2015,5:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,11,"Saturday, January 17, 2015",,55.8552041,37.50240916
Cold War. The Emperors Return.,Completed,Intra-Squad Game,Eugene Arkhipov,"SUNDAY, JANUARY 18, 2015 AT 1 PM - 3 PM UTC+03",SUNDAY,SUNDAY,JANUARY,January,18,18,2015,1:00 PM,Duration: 2 hr,"ТСХА, Москва, Лиственничная аллея, д. 12/2",No Data,20,"Sunday, January 18, 2015",,55.834956,37.56577
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, JANUARY 24, 2015 AT 5 PM - 8 PM UTC+03",SATURDAY,SATURDAY,JANUARY,January,24,24,2015,5:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Saturday, January 24, 2015",,55.8552041,37.50240916
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, JANUARY 25, 2015 AT 12:30 PM - 3:30 PM UTC+03",SUNDAY,SUNDAY,JANUARY,January,25,25,2015,12:30 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Sunday, January 25, 2015",,55.8552041,37.50240916
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, JANUARY 31, 2015 AT 5 PM - 8 PM UTC+03",SATURDAY,SATURDAY,JANUARY,January,31,31,2015,5:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Saturday, January 31, 2015",,55.8552041,37.50240916
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, FEBRUARY 1, 2015 AT 12:30 PM - 3:30 PM UTC+03",SUNDAY,SUNDAY,FEBRUARY,February,1,1,2015,12:30 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Sunday, February 1, 2015",,55.8552041,37.50240916
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, FEBRUARY 14, 2015 AT 5 PM UTC+03",SATURDAY,SATURDAY,FEBRUARY,February,14,14,2015,5:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,8,"Saturday, February 14, 2015",,55.8552041,37.50240916
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, FEBRUARY 15, 2015 AT 12:30 PM UTC+03",SUNDAY,SUNDAY,FEBRUARY,February,15,15,2015,12:30 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Sunday, February 15, 2015",,55.8552041,37.50240916
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, FEBRUARY 21, 2015 AT 5 PM - 8 PM UTC+03",SATURDAY,SATURDAY,FEBRUARY,February,21,21,2015,5:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Saturday, February 21, 2015",,55.8552041,37.50240916
Cold War: Miracle on Wood.,Completed,Intra-Squad Game,Eugene Arkhipov,"SUNDAY, FEBRUARY 22, 2015 AT 12 PM - 3 PM UTC+03",SUNDAY,SUNDAY,FEBRUARY,February,22,22,2015,12:00 PM,Duration: 3 hr,"ТСХА, Москва, Лиственничная аллея, д. 12/2",No Data,20,"Sunday, February 22, 2015",,55.834956,37.56577
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, FEBRUARY 28, 2015 AT 4 PM - 7 PM",SATURDAY,SATURDAY,FEBRUARY,February,28,28,2015,4:00 PM,Duration: 3 hr,"ул. Флотская, 11а, москва",No Data,10,"Saturday, February 28, 2015",,55.8552041,37.50240916
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MARCH 1, 2015 AT 11:30 AM - 2:30 PM",SUNDAY,SUNDAY,MARCH,March,1,1,2015,11:30 AM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,10,"Sunday, March 1, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, MARCH 7, 2015 AT 4 PM - 7 PM",SATURDAY,SATURDAY,MARCH,March,7,7,2015,4:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,10,"Saturday, March 7, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MARCH 8, 2015 AT 11:30 AM - 2:30 PM",SUNDAY,SUNDAY,MARCH,March,8,8,2015,11:30 AM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,10,"Sunday, March 8, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, MARCH 14, 2015 AT 5 PM UTC+03",SATURDAY,SATURDAY,MARCH,March,14,14,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,8,"Saturday, March 14, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MARCH 15, 2015 AT 12:30 PM UTC+03",SUNDAY,SUNDAY,MARCH,March,15,15,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,11,"Sunday, March 15, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, MARCH 21, 2015 AT 5 PM UTC+03",SATURDAY,SATURDAY,MARCH,March,21,21,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1",No Data,6,"Saturday, March 21, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, MARCH 28, 2015 AT 5 PM UTC+03",SATURDAY,SATURDAY,MARCH,March,28,28,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1",3 people responded Going,3,"Saturday, March 28, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MARCH 29, 2015 AT 12:30 PM UTC+03",SUNDAY,SUNDAY,MARCH,March,29,29,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1",6 people responded Going,6,"Sunday, March 29, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, APRIL 4, 2015 AT 12 AM",SATURDAY,SATURDAY,APRIL,April,4,4,2015,12:00 AM,Duration: 3 hr,"Ул. Рогова, 12к1",2 people responded Going,2,"Saturday, April 4, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, APRIL 5, 2015 AT 12:30 PM UTC+03",SUNDAY,SUNDAY,APRIL,April,5,5,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1",14 people responded Going,14,"Sunday, April 5, 2015",,55.79736195,37.46118699
Russia at Zombies Cup 15,Completed,Tournament,Artur Ventsel,"FRIDAY, APR 17, 2015 AT 12 PM - APR 19, 2015 AT 6 PM UTC+03",FRIDAY,SUNDAY,APRIL,April,17,19,2015,12:00 PM,Duration: 3 days,"Stadion Fk Bask, Belgrade, Serbia",No Data,20,"Friday, April 17, 2015",,44.78452292,20.43243496
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, APRIL 25, 2015 AT 4 PM - 7 PM",SATURDAY,SATURDAY,APRIL,April,25,25,2015,4:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1",7 people responded Going,7,"Saturday, April 25, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, APRIL 26, 2015 AT 11:30 AM - 2:30 PM",SUNDAY,SUNDAY,APRIL,April,26,26,2015,11:30 AM,Duration: 3 hr,"Ул. Рогова, 12к1",13 people responded Going,13,"Sunday, April 26, 2015",,55.79736195,37.46118699
Friday Practice,Completed,Team Practice,Artur Ventsel,"FRIDAY, MAY 1, 2015 AT 10 AM - 1 PM",FRIDAY,FRIDAY,MAY,May,1,1,2015,10:00 AM,Duration: 3 hr,"Ул. Рогова, 12к1",5 people responded Going,5,"Friday, May 1, 2015",,55.79736195,37.46118699
Monday Practice,Completed,Team Practice,Artur Ventsel,"MONDAY, MAY 4, 2015 AT 10 AM - 1 PM",MONDAY,MONDAY,MAY,May,4,4,2015,10:00 AM,Duration: 3 hr,"Ул. Ленская, 24",6 people responded Going,6,"Monday, May 4, 2015",,55.86781769,37.66009654
Victory Day Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, MAY 9, 2015 AT 10 AM - 1 PM",SATURDAY,SATURDAY,MAY,May,9,9,2015,10:00 AM,Duration: 3 hr,"Ул. Ленская, 24",4 people responded Going,4,"Saturday, May 9, 2015",,55.86781769,37.66009654
Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, MAY 10, 2015 AT 11 AM - 1 PM",SUNDAY,SUNDAY,MAY,May,10,10,2015,11:00 AM,Duration: 2 hr,"Ул. Рогова, 12к1",8 people responded Going,8,"Sunday, May 10, 2015",,55.79736195,37.46118699
Practice Before Capitals Cup,Completed,Team Practice,Artur Ventsel,"MONDAY, MAY 11, 2015 AT 1 PM - 4 PM",MONDAY,MONDAY,MAY,May,11,11,2015,1:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1",11 people responded Going,11,"Monday, May 11, 2015",,55.79736195,37.46118699
Capitals Cup Spring 15,Completed,Championship,Artur Ventsel,"SATURDAY, MAY 16, 2015 AT 7 PM",SATURDAY,SATURDAY,MAY,May,16,16,2015,7:00 PM,Duration: 3 hr,Saint Petersburg,8 people responded Going,8,"Saturday, May 16, 2015",,59.938732,30.316229
Morning Practice,Completed,Team Practice,Eugene Arkhipov,"WEDNESDAY, MAY 20, 2015 AT 10 AM - 12 PM",WEDNESDAY,WEDNESDAY,MAY,May,20,20,2015,10:00 AM,Duration: 2 hr,ул. васильевская 5,4 people responded Going,4,"Wednesday, May 20, 2015",,55.77094746,37.58513375
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, MAY 23, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,MAY,May,23,23,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Aleksandr Avramenko, Gleb Sinyavsky, Olga Dyminskaya, Лев Щуклинов, Алексей Чернышов, Евгений Цуканов, Daniil Vlasenko, Artur Ventsel, Eugene Arkhipov",9,"Saturday, May 23, 2015",,55.79736195,37.46118699
Съемка ролика о команде MLC,Completed,Administrative Function,Artur Ventsel,"SUNDAY, MAY 24, 2015 AT 11 AM - 4 PM",SUNDAY,SUNDAY,MAY,May,24,24,2015,11:00 AM,Duration: 5 hr,"55.718239, 37.546247",22 people responded Going,22,"Sunday, May 24, 2015",,55.71835325,37.55096574
Sunday Pracice,Completed,Team Practice,Artur Ventsel,"SUNDAY, MAY 31, 2015 AT 5 PM - 8 PM",SUNDAY,SUNDAY,MAY,May,31,31,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Alex Lane, Gleb Sinyavsky, Olga Dyminskaya, Nikolay Efimov, Valeo Sosnov, Татьяна Стародубова, Алексей Чернышов, Artur Ventsel, Jack Stubbs, Eugene Arkhipov",9,"Sunday, May 31, 2015",,55.79736195,37.46118699
Finland Trip,Completed,Tournament,Gus Peters,"SUNDAY, MAY 31, 2015 AT 12 PM",SUNDAY,SUNDAY,MAY,May,31,31,2015,12:00 PM,Duration: 4 hr,"Helsinki Velodrome, Mäkelänkatu 70, 00520 Helsinki",17 people responded Going,17,"Sunday, May 31, 2015",,60.20362005,24.94200335
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, JUNE 6, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,JUNE,June,6,6,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Denis Kudrin, Alex Lane, Aleksandr Avramenko, Gleb Sinyavsky, Olga Dyminskaya, Алексей Чернышов, Gabriel Yegiazarov, Daniil Vlasenko, Artur Ventsel, Eugene Arkhipov",11,"Saturday, June 6, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, JUNE 7, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,JUNE,June,7,7,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Dmitry Kupriyanov, Alex Lane, Aleksandr Avramenko, Olga Dyminskaya, Vladimir Yerakhtorin, Gabriel Yegiazarov, Евгений Цуканов, Daniil Vlasenko, Artur Ventsel, Eugene Arkhipov",10,"Sunday, June 7, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, JUNE 13, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,JUNE,June,13,13,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Dmitry Kupriyanov, Alex Lane, Olga Dyminskaya, Лев Щуклинов, Daniil Kulik, Алексей Чернышов, Gabriel Yegiazarov, Artur Ventsel, Eugene Arkhipov",10,"Saturday, June 13, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, JUNE 14, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,JUNE,June,14,14,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Dmitry Kupriyanov, Alex Lane, Olga Dyminskaya, Nikolay Efimov, Gabriel Yegiazarov, Artur Ventsel, Eugene Arkhipov",8,"Sunday, June 14, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, JUNE 20, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,JUNE,June,20,20,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Alex Lane, Aleksandr Avramenko, Olga Dyminskaya, Daniil Kulik, Алексей Чернышов, Gabriel Yegiazarov, Artur Ventsel, Eugene Arkhipov",7,"Saturday, June 20, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, JUNE 21, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,JUNE,June,21,21,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Aleksandr Avramenko, Olga Dyminskaya, Алексей Чернышов, Gabriel Yegiazarov, Konstantin Kravtsov, Artur Ventsel, Eugene Arkhipov",7,"Sunday, June 21, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, JUNE 27, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,JUNE,June,27,27,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Aleksandr Avramenko, Алексей Чернышов, Artur Ventsel, Eugene Arkhipov",3,"Saturday, June 27, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, JUNE 28, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,JUNE,June,28,28,2015,12:30 PM,Duration: 3 hr,"ул. Флотская, 11а, москва","Aleksandr Avramenko, Nick Ecvols, Dmitriy Khamin, Konstantin Kravtsov, Artur Ventsel, Eugene Arkhipov",5,"Sunday, June 28, 2015",,55.8552041,37.50240916
Russia at Sofia Cup 15,Cancelled,Tournament,Artur Ventsel,"FRIDAY, JUL 3, 2015 AT 12 PM - JUL 5, 2015 AT 6 PM UTC+03",FRIDAY,SUNDAY,JULY,July,3,5,2015,12:00 PM,Duration: 3 days,"Sofia, Bulgaria",No Data,0,"Friday, July 3, 2015",,42.6977028,23.3217359
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, JULY 4, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,JULY,July,4,4,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Aleksandr Avramenko, Daniil Kulik, Daniil Vlasenko, Artur Ventsel, Eugene Arkhipov",6,"Saturday, July 4, 2015",,55.79736195,37.46118699
Внутрикомандный  Июльский Турнир,Completed,Tournament,Artur Ventsel,"SUNDAY, JULY 5, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,JULY,July,5,5,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Dmitry Kupriyanov, Denis Kudrin, Aleksandr Avramenko, Gleb Sinyavsky, Evgeny Zheltikov, Daniil Kulik, Nikolay Efimov, Алексей Чернышов, Евгений Цуканов, Daniil Vlasenko, Konstantin Kravtsov, Artur Ventsel, Eugene Arkhipov",14,"Sunday, July 5, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, JULY 11, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,JULY,July,11,11,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","София Гастин, Кирилл Мальцев, Aleksandr Avramenko, Olga Dyminskaya, Daniil Kulik, Gio Mushukia, Евгений Цуканов, Konstantin S Baranov, Artur Ventsel, Timur Safiullin, Eugene Arkhipov",11,"Saturday, July 11, 2015",,55.79736195,37.46118699
Совместная  тренировка с проектом Спортивная секция,Completed,Clinic,Artur Ventsel,"SUNDAY, JULY 12, 2015 AT 1 PM - 4 PM",SUNDAY,SUNDAY,JULY,July,12,12,2015,1:00 PM,Duration: 3 hr,"Москва, Украинский бульвар, 9","София Гастин, Кирилл Мальцев, Dmitry Kupriyanov, Olga Dyminskaya, Daniil Kulik, Gio Mushukia, Алексей Чернышов, Vladimir Yerakhtorin, Евгений Цуканов, Konstantin S Baranov, Artur Ventsel, Eugene Arkhipov",12,"Sunday, July 12, 2015",,55.74761665,37.56813741
Совместная  тренировка с проектом Спортивная секция,Completed,Clinic,Artur Ventsel,"TUESDAY, JULY 14, 2015 AT 8:40 PM - 10:30 PM",TUESDAY,TUESDAY,JULY,July,14,14,2015,8:40 PM,Duration: 1 hr 50 min,Ленинградский проспект д.31 с41,"Olga Dyminskaya, Daniil Kulik, Dmitriy Khamin, Gio Mushukia, Алексей Чернышов, Евгений Цуканов, Artur Ventsel, Alexander Zarubin, Eugene Arkhipov",9,"Tuesday, July 14, 2015",,55.78338729,37.55991273
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, JULY 18, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,JULY,July,18,18,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Gleb Sinyavsky, Olga Dyminskaya, Daniil Kulik, Gio Mushukia, Konstantin S Baranov, Artur Ventsel, Eugene Arkhipov",8,"Saturday, July 18, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, JULY 25, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,JULY,July,25,25,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","София Гастин, Gleb Sinyavsky, Nick Ecvols, Daniil Kulik, Artur Ventsel, Timur Safiullin, Eugene Arkhipov",7,"Saturday, July 25, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, JULY 26, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,JULY,July,26,26,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","София Гастин, Dmitry Kupriyanov, Aleksandr Avramenko, Gleb Sinyavsky, Daniil Kulik, Nikolay Efimov, Anton Samsonov, Artur Ventsel, Eugene Arkhipov",9,"Sunday, July 26, 2015",,55.79736195,37.46118699
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, AUGUST 1, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,AUGUST,August,1,1,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","София Гастин, Кирилл Мальцев, Dmitry Kupriyanov, Aleksandr Avramenko, Gleb Sinyavsky, Olga Dyminskaya, Daniil Kulik, Vladislav Vereschagin, Евгений Цуканов, Daniil Vlasenko, Artur Ventsel, Eugene Arkhipov",12,"Saturday, August 1, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, AUGUST 2, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,AUGUST,August,2,2,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","София Гастин, Кирилл Мальцев, Dmitry Kupriyanov, Aleksandr Avramenko, Gleb Sinyavsky, Olga Dyminskaya, Daniil Kulik, Vladislav Vereschagin, Konstantin Kologriev, Konstantin Kravtsov, Artur Ventsel, Eugene Arkhipov",12,"Sunday, August 2, 2015",,55.79736195,37.46118699
Russia at Copenhagen Lax Cup 15,Completed,Tournament,Artur Ventsel,"FRIDAY ,AUG 7, 2015 AT 11 AM - AUG 9, 2015 AT 5 PM UTC+03",FRIDAY ,SUNDAY,AUGUST,August,7,9,2015,11:00 AM,Duration: 3 days,"Copenhagen, Denmark",4 people responded Going,4,"Friday, August 7, 2015",,55.6867243,12.5700724
Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, AUGUST 8, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,AUGUST,August,8,8,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Alexandr Bovin, Dmitry Kupriyanov, Alina Lisnenko, Евгений Цуканов, Artur Ventsel, Eugene Arkhipov",5,"Saturday, August 8, 2015",,55.79736195,37.46118699
